item_code,cluster_l1,cluster_l2,cluster_combined,description
4800888214133,8,0,8,SUNSILK SAKURA AND RASPBERRY 15ML
4800888240064,8,0,8,CREAM SILK KERATIN DAMAGE REP. 18ML
4800888282965,8,0,8,SUNSILK ANTI-DANDRUFF HEALTHY STRONG 15ML
4800888283122,0,0,0,CREAMSILK HAIRFALL DEFENSE 22ML
4800888283139,8,0,8,CREAMSILK STANDOUT STRAIGHT 22ML
4800888284334,8,0,8,BREEZE POWDER ACTIVE BLEACH 90G
4801010104100,5,0,5,JOHNSONS MILK+RICE BABY POWDER 50G
4801010104209,2,0,2,JOHNSONS MILK+RICE BABY POWDER 100G
4801010105206,5,0,5,JOHNSONS PINK BLOSSOMS BABY POWDER 100G
4801010107101,2,0,2,JOHNSONS COOLING BABY POWDER 50G
4801010107309,3,0,3,JOHNSONS COOLING BABY POWDER 200G
4801010120117,0,0,0,JOHNSONS BEDTIME BABY POWDER 25G
4801010120124,9,0,9,JOHNSONS BABY COLOGNE SLIDE 50ML
4801010120223,2,0,2,JOHNSONS BABY COLOGNE SLIDE 125ML
4801010121213,9,0,9,JOHNSONS BABY COLOGNE REG 50ML
4801010121312,2,0,2,JOHNSONS BABY COLOGNE REG 125ML
4801010126218,2,0,2,JOHNSONS BABY COLOGNE MORNING DEW 50ML
4801010327103,2,0,2,MODESS ALL NIGHT W/WINGS 4&#039;S
4801010503323,3,0,3,JOHNSONS BABY OIL LITE 125ML
4801010504207,5,0,5,JOHNSONS BABY OIL ALOE VERA 50ML
4801010560609,2,0,2,JOHNSONS BABY SOAP 150G
4801234130848,1,0,1,OFF SOFT&SCENTED SAC 6ML
4801234135010,8,0,8,OFF LOTION (FAMILY CARE) 6ML
4801234135041,9,0,9,OFF BABY LOTION 6ML
4801981118502,0,0,0,COCA-COLA ORIG TASTE 290ML
4801981127177,0,0,0,COCA-COLA ORIG TASTE 190ML
4801981127184,0,0,0,COKE ZERO 195ML
4802288883049,9,0,9,CARE DISPOSABLE DIAPER L 4s
4802288884046,9,0,9,CARE DISPOSABLE DIAPER XL 4s
48031547,2,0,2,EFFICASCENT OIL REG 25ML
48031837,3,0,3,OFF OVERTIME 50ML
48033121,5,0,5,IPI SALICYLIC ACID 25ML
48034050,9,0,9,ESKINOL FC PIMPLE FIGHT 75ML
48035583,9,0,9,RHEA AROMATIC SPIRIT OF AMMONIA 15ML
48035606,8,0,8,RHEA AP-AP SOULTION 15ML
48037600,5,0,5,RHEA POVIDONE IODINE 10% SOL 30ML
48037921,5,0,5,RHEA POVIDONE IODINE 10% SOL 15ML
48038164,2,0,2,ESKINOL SPOT-LESS GLOW FC CALAMANSI 75ML
48038379,5,0,5,OFF KIDS SAC 6ML
48038614,9,0,9,MASTER OIL CONTROL 70ML
4803925033421,0,0,0,STING STRAWBERRY 320ML
4803925061110,5,0,5,GATORADE GRAPES 500ML
4803925350016,2,0,2,GATORADE TROPICAL FRUITS 350ML
4803925350023,7,0,7,GATORADE GRAPES 350ML
4803925350030,7,0,7,GATORADE ORANGE 350ML
4803925350054,0,0,0,GATORADE BLUE BOLT 350ML
4804888800044,0,0,0,ZESTO MANGO 200ML
4804888800082,0,0,0,ZESTO PINEAPPLE 200ML
4804888800143,0,0,0,ZESTO APPPLE 200ML
4804888889759,8,0,8,ZEST.O BIG GRAPES 250ML
4804888900096,0,0,0,ZEZT.O BIG PINEAPPLE 10S
4806018403859,1,0,1,CHOO CHOO CHOCO VANILLA 38G
4806030400812,6,0,6,ACETIMAX 600MG TAB
4806031201104,2,0,2,ASEPTO IRRIGATION BULB (SIMPLEX
4806033300782,6,0,6,RM CELECOXIB 200MG CAP
4806033300928,6,0,6,RM ERYTHROMYCIN STEARATE 500MG TAB
4806035202473,7,0,7,OFPLEMED (LAGUNDI) 300MG/5ML 60ML SYRUP
4806501130026,2,0,2,MUCOBRON EXPECTORANT 60ML SYR
4806501597027,7,0,7,ANLENE PLAIN180G..
4806502162767,9,0,9,SANICARE MINI COTTON BUDS 200 STEM
4806502168585,9,0,9,FEMME SANITARY NAPKINS W/ WINGS REGULAR
4806502168592,1,0,1,FEMME SANITARY NAPKINS W/ WINGS MAXI ALL NIGHT
4806502168608,1,0,1,FEMME PANTY LINER ULTRA THIN 20&#039;S
4806502850022,5,0,5,SYMDEX D 60ML SYR
4806503124566,6,0,6,MIA FORTE (SAMBONG LEAF) TAB
4806503540014,9,0,9,HYGEEN COTTON BALLS 150G
4806503650065,9,0,9,TRIANON MELATONIN 3MG CAP
4806505182137,1,0,1,NOVOFINE 30G 8MM NEEDLE (STERILE) 100&#039;S
4806506315541,2,0,2,LAMPEIN BABY PANT L 15s
4806506319051,7,0,7,SUPER TWINS BABY PANTS M 8S
4806506319068,7,0,7,SUPER TWINS BABY PANTS L 8S
4806506319075,5,0,5,SUPER TWINS BABY PANTS XL 8S
4806506319358,5,0,5,LAMPEIN XXL 4s
4806506319617,7,0,7,LAMPEIN BABY COMFORT 12S NB-S
4806506319716,7,0,7,LAMPEIN S 4S
4806506319723,9,0,9,LAMPEIN M 4S
4806506319730,5,0,5,LAMPEIN L 4S
4806507831064,5,0,5,SILKA ORANGE PAPAYA WHITENING LOTION 100ML
4806507831071,3,0,3,SILKA ORANGE PAPAYA WHITENING LOTION 200ML
4806507831088,5,0,5,SILKA ORANGE PAPAYA SOAP 135G
4806507831170,1,0,1,SILKA ORANGE PAPAYA SOAP 90G
4806507831521,9,0,9,SILKA GREEN PAPAYA SOAP 90G
4806507831538,9,0,9,SILKA GREEN PAPAYA SOAP 135G
4806507831545,5,0,5,SILKA GREEN PAPAYA LOT 50ML
4806507831552,5,0,5,SILKA GREEN PAPAYA LOT 100ML
4806507831569,3,0,3,SILKA GREEN PAPAYA LOT 200ML
4806508841376,6,0,6,DEHYDROSOL (ORS-75 REPLACEMENT) ORAL SOLUTION
4806509690829,1,0,1,JIMM&#039;S 5 IN 1 COFFEE MIX SUGAR FREE
4806510690016,2,0,2,CHERIFER DROP 15ML/230&#039;
4806510690573,3,0,3,PEDZINC PLUS SY 120ML
4806512430016,5,0,5,PAU LINIMENT 30ML
4806512431440,5,0,5,PAU MASAJE PEPPERMINT 60ML
4806512431860,5,0,5,PAU MASAJE ORANGE 60ML
4806515270190,2,0,2,DESOTAP (PHENYLPROPANOLAMINE HYDROCHLORIDE) 12.5MG/5ML 60ML SYRUP
4806516400978,3,0,3,PROPAN TLC 60ML SYRUP
4806516401005,2,0,2,PROPAN TLC DROPS 15ML
4806517042061,1,0,1,GOYA BAR CREAM WHITE 30G
4806517042238,0,0,0,GOYA COOKIES & CREAM 30G
4806517043709,0,0,0,GOYA BAR CREAM WHITE 12G
4806517210019,1,0,1,AFICIONADO COOL SPORTY BLUE 55ML
4806517210026,2,0,2,AFICIONADO FRESH PINK 55ML
4806517213096,5,0,5,AFICIONADO COOL FANCY RED 55ML
4806517214666,1,0,1,AFICIONADO ICY DIVE 55ML
4806517242232,2,0,2,FOLART SYR 60ML
4806517790115,7,0,7,PROSEC (OMEPRAZOLE) 20MG CAP
4806519380086,6,0,6,ANALMIN (MEFENAMIC ACID) 250MG CAP
4806520351464,9,0,9,DRUGMAKERS (MEBENDAZOLE) 100MG/5ML 60ML
4806520352171,4,0,4,MUCOMED (DIPHENHYDRAMINE HYDROCHLORIDE) 25MG CAP
4806520890208,9,0,9,BEWELL-C 500MG CAP 10s
4806520890246,0,0,0,BEWELL-C CAP(PPACK 5+1
4806521162434,8,0,8,MAXIVENT 200MG TAB
4806522730083,8,0,8,DEOROX 450ML
4806522730090,8,0,8,DEOROX 225ML
4806522730151,8,0,8,DEOROX COLOR SAFE 225ML STRAWBERRY SCENT
4806522730526,8,0,8,VENUS CHARM TAWAS ACTIVE FOR MEN 40G
4806523301336,7,0,7,AXMEL (AMOXICILLIN) 250MG 60ML SUSP
4806523301350,9,0,9,AXMEL (AMOXICILLIN) 100MG 10ML DROPS
4806523301794,7,0,7,EXEL (CEFALEXIN) 125MG/5ML SUSP 60ML
4806523302456,9,0,9,COLDREX-PPA 60ML SYR
4806523302487,2,0,2,MYREX SYR 60ML
4806523302685,2,0,2,CETIREX (CETIRIZINE) 10MG/ML 10ML DROPS
4806523431330,5,0,5,HYPHEN (DIPHENHYDRAMINE HCL) 50MG/ML 1ML AMP
4806524141221,7,0,7,AMBIDOL (TRAMADOL HCL) 50MG/ML 2ML AMP
4806524141238,9,0,9,AMCETAM (PARACETAMOL) 300MG/2ML AMP
4806524144246,7,0,7,ELASTIC BANDAGE 15CMX5M
4806524144772,7,0,7,SURE-GUARD URINE BAG 2L
4806524144925,6,0,6,SUREGUARD STERILE LATEX GLOVES 7.5 PAIR
4806524145649,4,0,4,SURE-GUARD DISPOSABLE SYRINGE 1CC
4806524145700,6,0,6,SURE-GUARD SYRINGE DISPOSABLE 10CC
4806524840254,7,0,7,KWELL (PERMETHRIN) 10MG/ML SHAMPOO
4806525250175,2,0,2,EQUISINE MOIST (HYPROMELLOSE) EYE DROPS
4806526296769,9,0,9,PARTNERS ELASTIC BANDAGE 2X5
4806526299821,0,0,0,PARTNERS PEDIATRIC URINE COLLECTOR STERILE 100ML
4806527190189,5,0,5,ALLECUR (CETIRIZINE) 5MG/5MML 60ML SYR
4806527190431,9,0,9,TEMPAID 125MG/5ML 60ML SYR
4806527190547,7,0,7,VENTOBROX SYR 60ML
4806527191520,9,0,9,VN2 (SALBUTAMOL SULFATE) 2MG/5ML SYR 60ML
4806527192312,1,0,1,MEDRIZINE 2.5MG/ML DROPS 10ML
4806527650256,8,0,8,BIODOL (PARACETAMOL) 125MG/5ML SUSP ORANGE 60ML
4806527650263,7,0,7,BIODOL (PARACETAMOL) 250MG/5ML SUSP 60ML
4806529430047,2,0,2,COUXIN (AMBROXOL) 15MG/5ML SYR 60ML
4806529430054,7,0,7,COUXIN (AMBROXOL) 30MG SYR 60ML
4806529430245,9,0,9,DICYCLOVERINE 10MG/5ML 60ML
4806529430528,4,0,4,LUMAR ORS 6G SACHET ORANGE
4806529430580,1,0,1,MILGESIC (PARACETAMOL) 100MG/ML 15ML DROPS
4806529430672,7,0,7,BUTAMOL (SALBUTAMOL) 2MG/5ML SYR 60ML
4806530871211,4,0,4,INDOPLAS DISP SYRINGE 1CC
4806532560144,3,0,3,NASATAPP 6.25MG 15ML
4806532560243,7,0,7,MICROPIL (NORETHISTERONE+ ETHINYL ESTRADIOL) 400MCG/35MCG 21s TAB
4806532560366,6,0,6,HINURON-E (VIT. B-COMPLEX) TAB
4806537640193,6,0,6,ACELIFE (PARACETAMOL) 150MG/ML AMPS
4806789010003,7,0,7,FISSAN PRICKLY HEAT POWDER 50ML
4806789010201,7,0,7,FISSAN FOOT DEODORANT POWDER 50G
4806789440008,7,0,7,ESKINOL PIMPLE FIGHTING 135ML
4807770120244,8,0,8,NISSIN WAFER VANILLA 10G
4807770271168,0,0,0,LUCKY ME BATCHOY 40G
4807770271175,0,0,0,LUCKY ME MINI BULALO
4807770271342,7,0,7,LUCKY ME CHICKEN MAMI 39G
4807770271519,2,0,2,LUCKY ME CHICKEN SOTANGHON 28G
4807770271601,1,0,1,LUCKY ME BEEF 40G
4807770272653,7,0,7,LUCKY ME MINI JJAMPPONG
4807770273612,1,0,1,LUCKY ME SPICY BULALO 40GLUCKY ME SPICY BULALO 40G
4807770274169,8,0,8,LUCKY ME LOMI 40G
4807770274435,9,0,9,LUKY ME SEA TONKO 45G
4807788349088,3,0,3,CONZACE 9+1 CAP
4807788519139,7,0,7,BIOGESIC 120MG/5ML STRAWBERRY SYR 60ML
4807788519191,5,0,5,CEELIN DROP 15ML
4807788519207,3,0,3,CEELIN DROP 30ML
4807788519368,5,0,5,GROWEE PEDTECH (MULTIVITAMINS) 15ML DROP
4807788519580,5,0,5,CEELIN 100MG SYR 60ML
4807788519641,3,0,3,APPEBON KID SYR 60ML
4807788519757,2,0,2,NUTRILIN DRP 15ML
4807788519764,3,0,3,NUTRILIN DROP 30ML
4807788519795,5,0,5,DOLAN FP SUSP 100MG 60ML
4807788519863,5,0,5,E-ZINC DROPS 15ML
4807788519887,3,0,3,EXPEL 6MG DROP 15ML
4807788519986,3,0,3,SOLMUX PEDIATECH DROPS 15ML
4807788520470,3,0,3,HIMOX (AMOXICILLIN) 125MG SUSP. 60ML SUS
4807788520494,3,0,3,HIMOX 100MG DROP 10ML
4807788523518,3,0,3,SOLMUX PEDIATECH (CARBOCISTEINE) 100MG 60ML SYR
4807788523631,5,0,5,CEELIN PLUS SYR 60ML
4807788523709,3,0,3,RESTIME 40MG ORAL DROP 10ML
4807788523952,7,0,7,RESTIME (SIMETICONE) 40MG TAB 10&#039;S
4807788526137,7,0,7,CANDEZ PLUS 16/12.5MG
4807788549648,5,0,5,CEELIN PLUS 40MG DRP 15ML
4807788550668,5,0,5,BIOGESIC 100MG ORANGE 15ML DRP
4807788554703,3,0,3,DECOLSIN 10MG/12.5MG/250MG 60ML SUSP
4807788562128,2,0,2,NUTROPLEX SYRUP 60ML
4807788563279,7,0,7,CEELIN PLUS CHEWABLE (ASCORBIC ACID/ZINC) 10&#039;S TAB
4807788565600,3,0,3,BIOFLU SUSPENSION 2.5MG
4807788568083,5,0,5,TIKI-TIKI 30ML DRP BOT
4807788568090,3,0,3,TIKI-TIKI 120ML SYR
4807788568106,5,0,5,TIKI-TIKI 60ML BOT SYR
48077885696081KIT,5,0,5,#EXP2025-11-30
4807788629265,5,0,5,BIOGESIC (PARACETAMOL) 100MG/ML SYRUP ORANGE
4807788673015,5,0,5,TUSERAN PPA 5+1 CAP
4807788712585,5,0,5,REVICON FORTE TAB 9+1 SET
4807788730022,7,0,7,SOLMUX ADVANCE 5+1 FC TAB
4807788740212,2,0,2,CEELIN PLUS (ASCORBIC ACID ZINC) CEELIN PLUS CHEWABLES 100/10MG 10&#039;S
4807788740977,5,0,5,ALLERTA (LORATADINE) 10MG TAB 2+1 PACK
4807788741950,7,0,7,MAXVIT (MULTIVITAMINS MINERALS+GINSENG+ROYAL JELLY) CAP 6+1 SET
4807788805959,2,0,2,BIOGESIC (PARACETAMOL) 120MG/5ML SYRUP MELON
4808888320106,0,0,0,COLGATE CLASSIC TOOTHBRUSH
4808888411583,2,0,2,PALMOLIVE ALOE VERA 90ML
4808888411705,3,0,3,PALMOLIVE ALOE VERA 180ML
4808888413594,7,0,7,PALMOLIVE INTENSIVE MOISTURE 90ML
4808888413709,3,0,3,PALMOLIVE INTENSIVE MOISTURE 180ML
4808888431222,7,0,7,PALMOLIVE OLIVE OIL & KERATIN 90ML
4808888431444,3,0,3,PALMOLIVE SILKY STRAIGHT OLIVE OIL & KERATIN (VIOLET) 180ML
4809010332127,7,0,7,KATIALIS SOAP 90G
4809010332776,5,0,5,KATIALIS M 15G
4809010332783,7,0,7,KATIALIS BIG 30G
4809010449665,1,0,1,ILOCOS CHICHACORN 100G
4809010449689,9,0,9,ILOCOS CORN CHEESE 100G
4809010449696,2,0,2,ILOCOS CORN BBQ 100G
4809010508898,5,0,5,MILCU DEO POWDER 40G
4809010740014,5,0,5,RDL3 60ML
4809010740038,2,0,2,RDL2 60ML
4809010740052,2,0,2,RDL1 60ML
4809010740069,1,0,1,RDL1 30ML
4809010740076,2,0,2,RDL FACIAL CLEANSER PLAIN 150ML
4809010740083,9,0,9,RDL FACIAL CLEANSER PLAIN 75ML
4809010740090,9,0,9,RDL FACIAL CLEANSER KALAMANSI 150ML
4809010740106,9,0,9,RDL FACIAL CLEANSER KALAMANSI 75ML
4809010740137,2,0,2,RDL FACIAL CLEANSER PAPAYA 150ML
4809010740144,2,0,2,RDL FACIAL CLEANSER PAPAYA 75ML
4809010740359,9,0,9,RDL BABYFACE CREAM 6G
4809010740458,8,0,8,RDL BABYFACE WHITENING CREAM 6G
4809011681378,5,0,5,BOY BAWANG GARLIC 90G
4809012730402,8,0,8,VENUS CHARM ACETONE 60ML
4809012730419,8,0,8,VENUS CHARM ACETONE PURE STRENGTH 30ML
4809012730433,0,0,0,CERES HYDROGEN PEROXIDE 10VOL 120ML
4809012730440,8,0,8,CERES HYDROGEN PEROXIDE 10VOL 50ML
4809012730716,0,0,0,VENUS CHARM TAWAS FLOWER FRESH 40G
4809012730723,8,0,8,VENUS CHARM TAWAS PLAIN 40G
4809012730907,2,0,2,CERES ULTRASCENT OIL 25ML
4809012730976,9,0,9,VENUS CHARM TAWAS POWDER SUNSHINE FRESH 40G
4809013041361,1,0,1,ALIBABA BARBEQUE FLAVOR 30G
4809014258249,5,0,5,TOOTHACHE DROPS (LAR
4809014678030,5,0,5,POTEN CEE SUGAR FREE (ASCORBIC ACID) 500MG TAB
4809030034018,8,0,8,PARTNERS GAUZE BANDAGE 3X10YARDS
4891208040143,8,0,8,OISHI PRAWN CRACKER 24G
4891208040181,1,0,1,RINBEE CHEESE STICK 24G
4902430197359,5,0,5,SAFEGUARD ARCTIC FRESH 130G
4902430293402,2,0,2,WHISPER BREATHABLE COTTONY SOFT W/.WINGS 8&#039;S
4902430293426,2,0,2,WHISPER BREATHABLE COTTONY SOFT NON WINGS 8&#039;S
4902430381789,9,0,9,SAFEGUARD IVORY WHITE CARE 85G
4902430495141,5,0,5,SAFEGUARD FLORAL PINK W/ ALOE 85G
4902430803700,2,0,2,SAFEGUARD LEMON 85G
4902430803724,7,0,7,SAFEGUARD ARCTIC FRESH 130G
4902430934800,5,0,5,SAFE GUARD PURE WHITE 125G
4902430935616,5,0,5,SAFEGUARD FLORAL PINK W/ ALOE 130G
4902430951357,5,0,5,SAFEGUARD FLORAL PINK W/ ALOE 60G
4987072096963,7,0,7,KOOL FEVER ADULT 2&#039;S
4987176003423,2,0,2,VICKS FORMULA 44 15MG/5ML 54ML
4987176016928,5,0,5,VICKS BABY RUB 20G
4987176026743,1,0,1,SAFEGUARD FLORAL PINK JUMBO 90G
500010216,4,0,4,FIRST AID STERILE EYE PADS 8X6CM
500010220,3,0,3,KING MED LANCETS STERILE 23G 200s
500010221,4,0,4,SITICARE DISP SYRINGE 5CC
5000158071162,6,0,6,GAVISCON DOUBLE ACTION TAB
50310456,6,0,6,GAVISCON PEPPERMINT (SODIUM ALGINATE+SODIUM BICARBONATE+CALCIUM CARBONATE) 10 ML SACHET
53953971,4,0,4,TOURNIQUET FLAT BLUE
54897089002,9,0,9,SURGICAL BLADE11
58068224947,4,0,4,SUCTION CATH F 8
58589085181,4,0,4,DISP SYRINGE PROHEALTH 1CC
606722893032,3,0,3,ARM SLING L
606722893035,3,0,3,ARM SLING S
63252813407,9,0,9,NGT FR18
63908885999,7,0,7,FOLEY CATH FR 16
6590718820,7,0,7,CANCARE IV CATH G20
66044802,9,0,9,VITASAPH (MULTIVITAMINS) 60ML SYR
66513858,7,0,7,FOLEY CATHETER FR 8
67238891183,5,0,5,DOVE PINK SOAP 100G
67622094600,2,0,2,DISPOSABLE SYRINGE 50/60CC
6930996020413,6,0,6,MEDIPLAST BAND AID - CG-M
729461168158,1,0,1,CHEESE RING 25G
73112610104,9,0,9,NAGARAYA ORIGINAL 40G
731126102049,8,0,8,NAGARAYA ADOBO 40G
731126104043,8,0,8,NAGARAYA GARLIC 40G
74329007,0,0,0,KING MED DISPOSABLE SYRINGE 10CC
74539065766,7,0,7,OXYGEN CANNULA ADULT
748485400174,1,0,1,PLUS KING SIZE PINEAPPLE
748485401492,0,0,0,BIRCH FREE FORT 33G
74848591503,0,0,0,BIRCH TREE FORTIFIED TWIN PACK 32G
750515017429,0,0,0,FITA CRACKERS
750515031029,0,0,0,SKYFLAKES TSOKOLATE 30G
750515031043,0,0,0,SKYFLAKES CONDENSADA 30G
750515031067,0,0,0,SKYFLAKES SWEETBUTTER 30G
7622300136048,8,0,8,OREO STRAWBERRY
76562273,7,0,7,TRANSPORE 1/2 INCH
786450071827,4,0,4,SITICARE DISP SYRINGE 10CC
82234584,2,0,2,SANICARE BATHROOM TISSUE 4S
86309703965,2,0,2,BETADINE WOUND 25ML
8717163616468,2,0,2,DOVE BAR PINK 135G
8717644190494,5,0,5,DOVE WHITE BEAUTY BAR 100G
87241044,6,0,6,SINUTAB (PARACETAMOL + PHENYLEPHRINE) COLD TAB
88080090593888,7,0,7,GAUZE PAD 4X4 PROHEALTHCARE
8850006304563,0,0,0,COLGATE PLAX PEPPERMINT FRESH MOUTHWASH 60ML
8850006306772,0,0,0,COLGATE PLAX ICE INFINITY MOUTHWASH 60ML
8850006320518,5,0,5,COLGATE AMINO POWDER 74G
8850006321539,3,0,3,COLGATE TRIPLE ACTION 126G (95ML
8850006325230,1,0,1,COLGATE COOL MENTHOL FRESH GREEN 20G
8850006327425,7,0,7,COLGATE AMINO POWDER 149 FOR 2 TUBES
8850006344200,2,0,2,COLGATE BATMAN KIDS 40G
8850006492604,2,0,2,GARD ACTIVE REFERESHING MENTHOL 180ML
8850007010852,2,0,2,JOHNSONS BEDTIME BABY POWDER 100G
8850007010869,3,0,3,JOHNSONS BEDTIME BABY POWDER 200G
8850007010890,5,0,5,JOHNSONS BEDTIME BABY POWDER 50G
8850007011132,5,0,5,JOHNSONS WHITE BABY POWDER 100G
8850007011149,5,0,5,JOHNSONS WHITE BABY POWDER 200G
8850007011187,3,0,3,JOHNSONS PINK BLOSSOMS BABY POWDER 200G
8850007331308,9,0,9,CAREFREE BREATHABLE 8&#039;S
8850007371397,5,0,5,MODESS REGULAR NON WINGS 8&#039;S
8850007371403,5,0,5,MODESS REGULAR W/WINGS 8&#039;S
8850007371434,2,0,2,MODESS REGULAR DRY MAX COVER W/WINGS 8&#039;S
8850087331384,9,0,9,CAREFREE SUPERDRY PL 8s
8850389100684,7,0,7,MOGU MOGU LYCHEE 320ML
8850389100691,7,0,7,MOGU MOGU STRAWBERRY 320ML
8850389101391,1,0,1,MOGU MOGU GRAPES 320ML
8850389106273,2,0,2,MOGU MOGU COCONUT 320ML
8850389109229,1,0,1,MOGU MOGU YOGURT 320ML
8850389112991,1,0,1,MOGU MOGU PINK GUAVA 320ML
8851717040016,2,0,2,DUTCH MILL STRAWBERRY JUICE 180ML
8851717040030,0,0,0,DUTCH MILL MIXED FRUITS JUICE 180ML
8851717040245,7,0,7,DUTCH MILL BLUEBERRY JUICE 180ML
8851717904967,4,0,4,DUTCH MILL DELIGHT 100ML/5S
8851717905407,2,0,2,DUTCH MILL DELIGHT 400ML
8851932323901,3,0,3,AXE DEO SPRAY GOLD TEMPTATION 50ML
8853002302038,0,0,0,DUTCH MILL MIXED BERRIES JUICE 180ML
8904220104857,6,0,6,WOLVIT 5MG FC TAB
8904220114719,7,0,7,DERMAZOLE SHAMPOO 20MG SACHET 8ML
8906070820499,2,0,2,RENODIET-HP 32G
8934868110170,9,0,9,SURF FABCON LUXE PERFUME 25ML
8964001206408,7,0,7,RISEK INSTA 20MG POWDER (OMEPRAZOLE + SODIUM BICARBONATE
89647612573,4,0,4,URINE COLLECTOR
8991991161332,3,0,3,SENSODYNE FRESHMINT 100G
8992760223022,8,0,8,OREO COOKIES CHOCO 9s
8992870565081,7,0,7,SALONPAS GEL 15G
8992870565098,3,0,3,SALONPAS GEL 30G
8995201801001,5,0,5,TEMPRA (PARACETAMOL) 120MG/5ML 30MLSYR ORANGE
8995201801018,5,0,5,TEMPRA FORTE (ORANGE) 30ML
8996001440049,0,0,0,ENERGEN CHOCO 40G
8996001600597,1,0,1,KOPIKO LUCKY DAY 180ML
8998666001719,8,0,8,KOPIKO BROWN 26.5G
8998666001726,0,0,0,KOPIKO BLANCA TWINPACK
8998866624268,0,0,0,TOP CAFE WHITE N&#039; CREAMY 29G
8998898101447,6,0,6,TOLAK ANGIN (HERBALSUPPLEMENT) 155ML SACH
8998899995946,1,0,1,OFF LOTION (SAKURA-NO-HANA) 6ML
90392780266,0,0,0,DROPPER
93070409,9,0,9,PYRESAPH (PARACETAMOL) 125MG/5ML 60ML
9310059050910,3,0,3,LISTERINE FRESH BURST 250ML
9314057013403,5,0,5,VALDA PASTILLES MENTHOL ZIP POUCH 20G
9314057014936,0,0,0,VALDA HARD CANDY LEMON
9314057014943,2,0,2,VALDA HARD CANDY MENTHOL
93760857537,9,0,9,FOLEY CATH FR14
94255989100,7,0,7,NEBULIZER KIT RESPISENZ
95269436827,9,0,9,HYDROGEN PEROXIDE 10VOL 120ML
95508917,4,0,4,PARAWELL -125 (PARACETAMOL) 125MG/5ML
9555839968041,6,0,6,GREAT STERILE LATEX SURGICAL GLOVES 7.0
9556006014547,2,0,2,JOHNSONS BABY SHAMPOO GOLD 100ML
9556006060001,7,0,7,JOHNSONS BABY BATH MILK+RICE 200ML
9556006060308,5,0,5,JOHNSONS BABY BATH MILK+RICE 100ML
96678954,0,0,0,KROPIK
98440618070,2,0,2,COTTON APPLICATOR STICK NON STERILE
986033331456,4,0,4,DISP SYRINGE 3CC PROHEALTH
98668550600,7,0,7,FOLEY CATH FR 18
G17849135,9,0,9,DISP SYRINGE 50CC PROHEALTH
G60421692,2,0,2,OXYGEN MASK ADULT (TABER CARE
G96197103,2,0,2,BETNOCHEM (BETAMETHASONE) 1MG/G CREAM 5G
